flow_id,src_ip,dst_ip,src_port,dst_port,protocol,bytes,packets,duration_ms,label
F00345,10.0.1.126,192.168.3.90,40545,53,TCP,1464,87,548,benign
F00346,10.0.3.219,192.168.7.60,13556,443,TCP,2359,5,4797,benign
F00347,10.0.1.79,203.0.113.8,60619,4444,UDP,1034221,1149,402,anomaly
F00348,10.0.3.158,192.168.0.58,31591,22,TCP,4306,64,3025,benign
F00349,10.0.3.202,203.0.113.29,26360,4444,UDP,699451,4246,739,anomaly
F00350,10.0.2.231,192.168.6.96,54946,80,UDP,5775,43,971,benign
F00351,10.0.1.128,192.168.8.99,32909,80,TCP,12456,10,4622,benign
F00352,10.0.0.75,192.168.1.42,46937,80,UDP,4184,111,836,benign
F00353,10.0.4.53,192.168.6.211,18573,80,TCP,2271,64,562,benign
F00354,10.0.4.100,192.168.1.216,38944,80,TCP,7336,52,2511,benign
F00355,10.0.0.183,192.168.2.155,61974,80,UDP,1245,38,1193,benign
F00356,10.0.0.144,192.168.6.190,41212,443,UDP,1224,15,2988,benign
F00357,10.0.4.84,192.168.5.228,34359,80,TCP,23290,38,914,benign
F00358,10.0.0.119,192.168.9.86,34797,53,UDP,9304,85,2063,benign
F00359,10.0.1.6,192.168.1.209,15140,443,TCP,7722,77,2768,benign
F00360,10.0.2.200,192.168.3.49,10648,443,TCP,1703,107,250,benign
F00361,10.0.4.107,192.168.9.215,40020,445,TCP,2364,107,1130,benign
F00362,10.0.0.164,192.168.0.27,44591,443,TCP,5163,30,4303,benign
F00363,10.0.4.202,192.168.6.136,11944,80,TCP,3207,100,3670,benign
F00364,10.0.0.82,192.168.6.188,6993,80,TCP,2932,61,803,benign
F00365,10.0.1.148,192.168.5.234,2942,80,TCP,2579,41,1888,benign
F00366,10.0.3.33,192.168.4.210,14265,445,UDP,3784,108,3585,benign
F00367,10.0.1.66,192.168.3.19,41457,80,UDP,1228,61,3370,benign
F00368,10.0.1.115,192.168.3.67,36124,80,TCP,3139,100,1394,benign
F00369,10.0.0.225,192.168.2.206,18785,22,UDP,3118,88,4805,benign
F00370,10.0.2.102,192.168.7.129,14999,80,ICMP,4579,20,2690,benign
F00371,10.0.4.70,192.168.8.14,42856,80,TCP,3689,41,447,benign
F00372,10.0.4.24,192.168.8.57,19363,443,TCP,7633,97,1562,benign
F00373,10.0.0.237,192.168.0.94,45333,53,UDP,2248,18,1642,benign
F00374,10.0.3.126,192.168.6.19,48151,80,UDP,7432,13,132,benign
F00375,10.0.2.118,192.168.8.95,53649,443,TCP,3321,25,1986,benign
F00376,10.0.4.161,192.168.1.218,43379,443,TCP,22614,29,4741,benign
F00377,10.0.0.232,192.168.4.250,12734,443,TCP,5750,87,3702,benign
F00378,10.0.2.40,203.0.113.13,17767,4444,TCP,1165963,2080,471,anomaly
F00379,10.0.2.224,192.168.3.196,22407,80,TCP,17689,23,3270,benign
F00380,10.0.1.14,192.168.9.153,8023,443,TCP,13657,2,282,benign
F00381,10.0.4.83,192.168.5.235,58272,3389,TCP,5634,117,1281,benign
F00382,10.0.3.63,192.168.7.166,18120,80,TCP,2120,71,582,benign
F00383,10.0.0.248,192.168.7.26,50476,80,UDP,10966,14,214,benign
F00384,10.0.1.168,192.168.3.165,2435,22,TCP,6822,118,1101,benign
F00385,10.0.1.211,203.0.113.47,15222,31337,TCP,1146023,7932,388,anomaly
F00386,10.0.3.113,192.168.9.241,61022,80,UDP,2988,7,4938,benign
F00387,10.0.2.129,192.168.6.197,33638,80,TCP,3452,67,4192,benign
F00388,10.0.0.73,203.0.113.36,28367,4444,UDP,1984454,6106,554,anomaly
F00389,10.0.0.198,192.168.3.138,30989,80,TCP,4337,58,2462,benign
F00390,10.0.0.189,192.168.4.235,48751,443,TCP,77904,60,2855,benign
F00391,10.0.0.215,192.168.2.145,34072,80,UDP,4037,57,1766,benign
F00392,10.0.3.49,192.168.9.140,44936,53,UDP,6915,64,1829,benign
F00393,10.0.2.184,192.168.4.204,37617,443,TCP,5682,102,451,benign
F00394,10.0.2.227,192.168.3.190,56955,53,TCP,7721,79,1657,benign
F00395,10.0.0.197,192.168.8.57,11326,80,TCP,8514,78,3083,benign
F00396,10.0.4.235,192.168.1.149,10650,53,UDP,6445,63,1525,benign
F00397,10.0.2.122,192.168.4.94,36805,53,UDP,2183,90,4954,benign
F00398,10.0.2.215,192.168.2.67,40298,22,UDP,2425,111,3637,benign
F00399,10.0.0.246,203.0.113.43,34793,31337,UDP,2287565,3776,579,anomaly
F00400,10.0.2.42,192.168.9.187,20423,443,UDP,6386,30,3806,benign
F00401,10.0.2.36,192.168.0.129,57916,80,UDP,2817,54,2098,benign
F00402,10.0.4.248,192.168.6.18,12850,443,UDP,1638,61,628,benign
F00403,10.0.4.155,192.168.1.96,36049,80,UDP,2121,37,2676,benign
F00404,10.0.4.40,192.168.1.18,49933,443,TCP,11334,22,4542,benign
F00405,10.0.0.212,192.168.9.224,21320,3389,UDP,2308,42,1616,benign
F00406,10.0.3.202,203.0.113.32,27079,23,UDP,710721,1349,707,anomaly
F00407,10.0.2.45,192.168.0.194,15504,80,TCP,5217,10,3392,benign
F00408,10.0.3.63,192.168.2.230,48814,445,TCP,7156,92,3740,benign
F00409,10.0.0.24,192.168.5.110,59947,443,UDP,3000,96,4339,benign
F00410,10.0.1.139,192.168.2.45,21995,80,TCP,20506,71,4161,benign
F00411,10.0.0.213,203.0.113.20,12192,4444,UDP,984117,6923,119,anomaly
F00412,10.0.0.208,192.168.2.212,57459,443,UDP,10095,94,1017,benign
F00413,10.0.0.38,192.168.5.108,36287,80,UDP,18004,82,1472,benign
F00414,10.0.1.154,192.168.3.218,13067,80,TCP,8292,93,491,benign
F00415,10.0.3.65,192.168.8.118,56821,443,ICMP,13953,34,924,benign
F00416,10.0.0.102,192.168.9.27,16242,443,TCP,3369,5,3221,benign
F00417,10.0.1.190,192.168.8.225,10794,443,TCP,23979,1,3219,benign
F00418,10.0.4.228,192.168.8.126,44961,443,TCP,2856,87,3793,benign
F00419,10.0.4.94,192.168.3.159,44513,22,TCP,16944,31,4418,benign
F00420,10.0.4.78,192.168.5.127,37048,80,UDP,2879,72,2538,benign
F00421,10.0.4.54,192.168.3.212,10807,80,TCP,3439,43,1225,benign
F00422,10.0.1.252,192.168.7.179,15376,443,TCP,2275,35,3289,benign
F00423,10.0.3.183,192.168.0.93,13445,445,TCP,11286,40,4448,benign
F00424,10.0.1.245,192.168.7.241,16772,53,UDP,17634,81,1884,benign
F00425,10.0.4.248,192.168.9.108,22252,80,TCP,5394,118,245,benign
F00426,10.0.1.119,192.168.6.190,55497,80,TCP,4276,72,2596,benign
F00427,10.0.4.110,192.168.7.252,1198,53,TCP,10657,78,3233,benign
F00428,10.0.0.207,192.168.4.111,29136,80,UDP,9006,34,24,benign
F00429,10.0.2.66,192.168.1.71,62519,443,TCP,2879,41,1349,benign
F00430,10.0.0.209,192.168.3.67,29295,443,TCP,2492,61,4397,benign
F00431,10.0.2.12,192.168.6.114,9079,3389,UDP,8025,63,2384,benign
F00432,10.0.2.31,192.168.8.153,10322,53,TCP,6380,13,2667,benign
F00433,10.0.4.132,192.168.1.231,31663,80,ICMP,8929,77,4803,benign
F00434,10.0.2.56,192.168.7.77,40457,445,UDP,13140,22,3085,benign
F00435,10.0.3.229,192.168.8.188,33777,80,TCP,2997,96,1591,benign
F00436,10.0.4.234,192.168.1.216,46800,80,TCP,2192,47,2219,benign
F00437,10.0.1.127,192.168.7.83,31315,443,TCP,2329,58,2267,benign
F00438,10.0.2.202,192.168.5.216,20592,443,TCP,2176,115,3580,benign
F00439,10.0.3.69,192.168.3.28,8168,53,UDP,18283,24,787,benign
F00440,10.0.2.45,192.168.4.63,57357,80,ICMP,2621,112,1853,benign
F00441,10.0.4.28,192.168.6.78,33114,22,TCP,2798,105,4818,benign
F00442,10.0.2.169,203.0.113.46,19192,6667,UDP,843862,3126,225,anomaly
F00443,10.0.4.94,192.168.2.200,18244,80,TCP,3478,40,3766,benign
F00444,10.0.0.144,192.168.0.17,9293,443,TCP,11713,98,278,benign
F00445,10.0.3.151,192.168.4.39,60893,443,TCP,2027,16,656,benign
F00446,10.0.4.179,192.168.4.82,62189,80,TCP,3405,80,4485,benign
F00447,10.0.4.138,192.168.7.118,38336,443,TCP,6501,34,1029,benign
F00448,10.0.1.117,192.168.0.186,17402,443,UDP,4752,34,275,benign
F00449,10.0.3.212,192.168.3.132,40877,80,UDP,2150,76,4659,benign
F00450,10.0.3.13,192.168.2.193,20992,3389,TCP,6111,59,510,benign
F00451,10.0.2.224,192.168.4.120,55410,445,TCP,1083,23,3674,benign
F00452,10.0.1.82,192.168.2.15,63890,80,TCP,7444,6,3076,benign
F00453,10.0.1.159,192.168.5.39,7689,443,TCP,2732,72,3931,benign
F00454,10.0.0.125,192.168.5.38,63866,443,TCP,14937,98,4861,benign
F00455,10.0.0.18,192.168.9.177,17072,443,TCP,9689,113,1816,benign
F00456,10.0.3.214,192.168.7.188,65277,443,TCP,2203,43,983,benign
F00457,10.0.2.126,192.168.2.86,64590,53,TCP,6706,30,4555,benign
F00458,10.0.3.82,192.168.6.144,61752,443,TCP,1894,78,3139,benign
F00459,10.0.4.147,192.168.3.221,20331,445,TCP,4403,30,761,benign
F00460,10.0.0.82,192.168.9.230,4707,80,TCP,1845,90,1481,benign
F00461,10.0.3.241,192.168.3.140,57128,443,TCP,835,63,1837,benign
F00462,10.0.1.88,192.168.5.32,49593,80,ICMP,20431,110,3851,benign
F00463,10.0.3.166,203.0.113.42,37826,4444,TCP,1017114,7640,440,anomaly
F00464,10.0.1.117,192.168.9.30,48319,22,TCP,2404,85,2730,benign
F00465,10.0.3.160,192.168.5.154,35377,80,UDP,5978,62,3297,benign
F00466,10.0.2.87,192.168.6.38,33838,80,TCP,4122,37,162,benign
F00467,10.0.0.7,192.168.5.236,60558,443,UDP,20276,104,3346,benign
F00468,10.0.0.100,192.168.3.250,7524,22,TCP,4752,68,4461,benign
F00469,10.0.2.118,192.168.9.201,24582,80,TCP,2692,3,1022,benign
F00470,10.0.3.240,192.168.7.27,25481,443,ICMP,10667,46,907,benign
F00471,10.0.3.201,192.168.9.141,12437,445,TCP,4265,56,3934,benign
F00472,10.0.0.158,203.0.113.34,49451,4444,UDP,778196,7510,364,anomaly
F00473,10.0.0.201,192.168.9.113,24284,80,TCP,4361,100,324,benign
F00474,10.0.2.53,192.168.9.80,20363,443,TCP,2458,39,1217,benign
F00475,10.0.1.61,203.0.113.26,5867,6667,TCP,966660,6874,321,anomaly
F00476,10.0.2.134,203.0.113.19,19381,31337,TCP,660976,7308,710,anomaly
F00477,10.0.3.244,203.0.113.45,65319,23,UDP,2734404,2591,421,anomaly
F00478,10.0.1.128,192.168.2.63,16819,80,UDP,2731,88,1500,benign
F00479,10.0.3.198,192.168.5.3,43286,443,TCP,2552,103,4445,benign
F00480,10.0.1.51,192.168.9.247,50982,80,TCP,5670,118,3407,benign
F00481,10.0.1.234,192.168.9.81,50983,80,TCP,10011,39,4563,benign
F00482,10.0.1.222,192.168.3.112,31241,3389,UDP,2131,37,3293,benign
F00483,10.0.2.24,192.168.0.18,57051,443,UDP,5277,107,4393,benign
F00484,10.0.1.40,192.168.3.36,21696,443,TCP,3803,32,4279,benign
F00485,10.0.3.105,192.168.1.239,53113,443,TCP,1803,43,2691,benign
F00486,10.0.3.46,192.168.9.40,60542,443,UDP,2922,119,3680,benign
F00487,10.0.2.16,192.168.6.7,27786,443,TCP,19031,67,3957,benign
F00488,10.0.2.174,192.168.1.215,23693,80,UDP,6537,21,514,benign
F00489,10.0.0.232,192.168.6.11,62805,443,TCP,6801,53,4519,benign
F00490,10.0.4.181,192.168.1.120,5621,443,TCP,2059,36,2902,benign
F00491,10.0.3.160,192.168.3.48,64195,22,TCP,6546,91,4409,benign
F00492,10.0.4.57,192.168.9.7,6664,53,TCP,11938,36,1702,benign
F00493,10.0.4.16,192.168.9.148,62048,3389,UDP,9824,52,492,benign
F00494,10.0.4.95,192.168.4.179,10855,53,TCP,7185,89,850,benign
F00495,10.0.2.160,192.168.5.186,30304,443,UDP,2117,117,3107,benign
F00496,10.0.3.249,192.168.6.98,57382,80,TCP,4727,25,1407,benign
F00497,10.0.4.143,192.168.8.29,27316,22,TCP,1980,15,2100,benign
F00498,10.0.3.147,192.168.3.156,33666,80,UDP,3421,82,1443,benign
F00499,10.0.3.66,192.168.2.39,39416,443,UDP,12840,55,629,benign
F00500,10.0.0.226,192.168.3.128,58948,443,TCP,397,10,4183,benign
F00501,10.0.3.124,192.168.5.239,61339,53,ICMP,4642,62,4905,benign
F00502,10.0.0.96,192.168.1.207,14185,443,TCP,1961,21,61,benign
F00503,10.0.3.214,203.0.113.41,9051,6667,UDP,614032,7764,302,anomaly
F00504,10.0.3.187,192.168.8.32,6414,443,TCP,1213,72,878,benign
F00505,10.0.2.100,203.0.113.49,43560,4444,UDP,631171,810,739,anomaly
F00506,10.0.4.154,192.168.0.207,44439,80,TCP,16574,91,4166,benign
F00507,10.0.4.161,192.168.1.36,64327,80,TCP,4024,15,3031,benign
F00508,10.0.2.64,203.0.113.8,24532,445,TCP,1716386,6933,474,anomaly
F00509,10.0.3.70,192.168.2.127,59523,53,TCP,3718,79,3803,benign
F00510,10.0.1.1,192.168.2.121,53440,80,TCP,4418,54,4396,benign
F00511,10.0.3.237,192.168.5.144,65051,443,TCP,6366,6,883,benign
F00512,10.0.4.26,192.168.7.135,36952,53,TCP,1395,40,2853,benign
F00513,10.0.1.242,192.168.4.139,15858,443,TCP,5857,37,3661,benign
F00514,10.0.3.44,192.168.9.96,14873,443,UDP,15165,41,4706,benign
F00515,10.0.3.101,192.168.2.118,50900,443,TCP,3081,75,4395,benign
F00516,10.0.3.211,192.168.4.4,13993,22,TCP,916,90,2403,benign
F00517,10.0.4.85,192.168.0.55,25887,80,UDP,3019,75,888,benign
F00518,10.0.4.4,203.0.113.37,19654,445,TCP,1497650,1324,577,anomaly
F00519,10.0.3.157,192.168.9.134,5772,53,ICMP,8914,25,239,benign
F00520,10.0.4.191,192.168.3.25,22342,443,UDP,5088,43,2155,benign
F00521,10.0.3.21,192.168.8.210,25713,443,UDP,5187,46,3410,benign
F00522,10.0.4.43,192.168.6.101,28557,80,UDP,4368,20,2573,benign
F00523,10.0.3.218,192.168.4.227,49415,443,TCP,3987,93,180,benign
F00524,10.0.0.126,192.168.5.166,11022,53,UDP,8012,15,3921,benign
F00525,10.0.4.157,192.168.5.216,53892,80,TCP,2194,31,325,benign
F00526,10.0.2.66,192.168.5.160,11313,80,TCP,7811,56,2841,benign
F00527,10.0.0.213,192.168.2.165,32793,80,TCP,7078,42,4773,benign
F00528,10.0.1.79,192.168.0.210,57554,80,UDP,7366,65,4323,benign
F00529,10.0.4.54,192.168.1.6,14330,80,TCP,5160,75,1046,benign
F00530,10.0.3.240,192.168.8.251,40504,443,TCP,5287,119,4040,benign
F00531,10.0.1.141,192.168.3.134,36648,80,TCP,2416,73,3161,benign
F00532,10.0.0.224,192.168.7.194,21503,443,ICMP,3355,102,333,benign
F00533,10.0.0.45,192.168.5.171,36111,80,TCP,5038,49,2847,benign
F00534,10.0.2.180,192.168.2.74,52792,80,TCP,5015,12,4803,benign
F00535,10.0.0.244,192.168.8.190,17489,445,TCP,5686,15,1345,benign
F00536,10.0.3.36,192.168.7.246,42865,3389,TCP,5033,15,3133,benign
F00537,10.0.4.154,192.168.5.203,35190,53,TCP,3397,24,285,benign
F00538,10.0.2.122,192.168.5.157,5606,53,TCP,1760,74,1700,benign
F00539,10.0.4.108,192.168.6.67,8816,22,ICMP,2839,119,4924,benign
F00540,10.0.0.122,192.168.6.250,53155,80,UDP,15306,50,1437,benign
F00541,10.0.2.187,192.168.1.114,42515,80,TCP,23391,90,514,benign
F00542,10.0.1.117,192.168.8.239,17460,443,TCP,7793,3,2893,benign
F00543,10.0.2.77,192.168.7.194,11903,80,TCP,2172,13,3079,benign
F00544,10.0.4.215,192.168.1.184,44514,53,UDP,15256,24,4563,benign
F00545,10.0.2.118,203.0.113.43,18194,23,UDP,1251368,1713,374,anomaly
F00546,10.0.3.214,192.168.3.98,45439,22,TCP,34246,39,3738,benign
F00547,10.0.2.14,192.168.1.107,46901,80,TCP,13119,111,1000,benign
F00548,10.0.4.209,192.168.3.192,31530,80,TCP,13283,99,352,benign
F00549,10.0.1.240,192.168.1.90,38922,443,TCP,5230,16,2509,benign
F00550,10.0.0.172,192.168.8.167,34935,80,UDP,4323,29,1308,benign
F00551,10.0.1.205,192.168.5.214,21769,53,TCP,1487,109,658,benign
F00552,10.0.3.102,192.168.9.234,30762,443,TCP,4068,5,2639,benign
F00553,10.0.1.131,192.168.7.73,26406,80,TCP,19501,53,2656,benign
F00554,10.0.0.23,192.168.5.63,59155,80,TCP,1631,27,2776,benign
F00555,10.0.4.22,203.0.113.30,18831,23,TCP,613924,2516,395,anomaly
F00556,10.0.2.125,192.168.7.128,36401,53,UDP,3449,112,3557,benign
F00557,10.0.2.208,192.168.9.66,49942,80,TCP,2831,51,1304,benign
F00558,10.0.4.180,192.168.1.83,44090,443,TCP,6115,41,329,benign
F00559,10.0.0.236,192.168.0.24,8667,22,TCP,4915,11,345,benign
F00560,10.0.1.104,192.168.7.191,23815,443,TCP,15734,118,1415,benign
F00561,10.0.3.192,203.0.113.8,41397,31337,UDP,1120303,7682,703,anomaly
F00562,10.0.2.220,192.168.6.132,50209,443,UDP,1235,15,760,benign
F00563,10.0.3.103,192.168.1.198,10245,3389,TCP,6076,45,519,benign
F00564,10.0.1.43,192.168.0.23,30132,80,TCP,3607,61,3355,benign
F00565,10.0.1.143,192.168.5.65,1506,80,TCP,1784,90,2178,benign
F00566,10.0.3.57,192.168.3.13,1345,443,TCP,1405,42,2355,benign
F00567,10.0.2.7,192.168.2.154,21142,3389,UDP,6207,61,3616,benign
F00568,10.0.0.82,192.168.1.110,41114,80,ICMP,2899,58,2074,benign
F00569,10.0.1.207,203.0.113.19,48784,23,TCP,789057,575,726,anomaly
F00570,10.0.3.63,192.168.3.235,49671,80,TCP,9141,51,2539,benign
F00571,10.0.3.167,192.168.7.57,40583,53,TCP,11922,114,3147,benign
F00572,10.0.1.128,192.168.8.85,26199,80,UDP,4519,71,2528,benign
F00573,10.0.2.135,192.168.1.59,17433,53,TCP,3810,32,2572,benign
F00574,10.0.2.157,192.168.7.203,18736,443,TCP,733,26,4552,benign
F00575,10.0.4.118,203.0.113.6,30268,4444,TCP,1069882,6470,528,anomaly
F00576,10.0.0.166,192.168.1.105,20347,443,UDP,6967,116,1146,benign
F00577,10.0.0.25,192.168.5.160,51801,443,TCP,5633,17,1462,benign
F00578,10.0.4.99,192.168.0.168,28124,22,TCP,2695,23,3676,benign
F00579,10.0.4.45,192.168.9.184,50186,443,TCP,9329,73,1909,benign
F00580,10.0.1.1,192.168.3.70,64244,443,UDP,9071,28,356,benign
F00581,10.0.1.140,192.168.0.157,42491,443,TCP,6228,76,4151,benign
F00582,10.0.0.72,192.168.0.89,42372,443,ICMP,6597,83,1498,benign
F00583,10.0.4.200,192.168.8.195,59205,80,TCP,8978,98,2402,benign
F00584,10.0.3.222,192.168.7.169,19769,80,TCP,12894,97,4419,benign
F00585,10.0.0.170,192.168.4.112,65345,445,UDP,3050,79,2112,benign
F00586,10.0.1.131,192.168.8.94,38043,3389,TCP,2262,78,1462,benign
F00587,10.0.1.74,192.168.7.32,17673,445,UDP,2396,73,4816,benign
F00588,10.0.1.227,192.168.3.195,28296,80,TCP,7954,110,1222,benign
F00589,10.0.1.82,192.168.3.56,35806,53,TCP,2661,110,559,benign
F00590,10.0.1.82,192.168.7.11,4511,445,UDP,1000,103,2279,benign
F00591,10.0.3.8,192.168.0.74,1325,443,UDP,5189,53,4695,benign
F00592,10.0.3.4,192.168.3.151,15868,80,ICMP,9671,51,409,benign
F00593,10.0.0.239,192.168.3.73,1482,443,TCP,6912,93,3081,benign
F00594,10.0.0.229,192.168.5.27,48313,80,TCP,5652,61,4210,benign
F00595,10.0.1.72,192.168.1.230,36809,53,TCP,7684,65,1711,benign
F00596,10.0.3.251,192.168.4.89,16852,80,TCP,2692,75,748,benign
F00597,10.0.3.94,192.168.6.191,42323,443,UDP,9257,89,2069,benign
F00598,10.0.4.43,192.168.3.132,5304,443,TCP,1901,70,2756,benign
F00599,10.0.0.51,192.168.8.64,63213,443,TCP,4946,80,3301,benign
F00600,10.0.2.35,192.168.9.120,12016,80,TCP,19161,40,468,benign
F00601,10.0.3.93,192.168.4.180,21394,443,TCP,3653,29,1569,benign
F00602,10.0.2.227,192.168.3.71,45155,443,TCP,3631,102,2876,benign
F00603,10.0.1.18,192.168.0.122,15215,53,UDP,6250,99,3313,benign
F00604,10.0.1.126,192.168.7.26,39886,443,TCP,2884,76,3051,benign
F00605,10.0.3.151,203.0.113.5,8047,445,TCP,1999706,1541,758,anomaly
F00606,10.0.3.61,192.168.4.23,6296,80,UDP,5299,28,1083,benign
F00607,10.0.2.45,192.168.8.52,46080,80,UDP,4333,74,4420,benign
F00608,10.0.2.29,192.168.3.60,22428,443,UDP,6305,94,2449,benign
F00609,10.0.0.187,192.168.5.141,19136,80,UDP,6340,91,768,benign
F00610,10.0.4.62,192.168.9.218,35795,445,UDP,14858,5,2418,benign
F00611,10.0.3.140,192.168.3.34,25553,443,TCP,12016,26,3386,benign
F00612,10.0.1.9,192.168.8.8,18267,53,TCP,18199,71,3529,benign
F00613,10.0.3.196,192.168.8.31,30780,443,UDP,21639,54,660,benign
F00614,10.0.3.23,192.168.7.159,29531,80,ICMP,2046,99,4060,benign
F00615,10.0.3.238,192.168.8.97,50357,443,TCP,3008,40,3733,benign
F00616,10.0.4.139,203.0.113.8,32422,31337,UDP,1048836,3338,88,anomaly
F00617,10.0.1.138,192.168.1.194,17019,80,UDP,9991,75,85,benign
F00618,10.0.0.40,203.0.113.35,39123,6667,TCP,2485648,5064,682,anomaly
F00619,10.0.0.63,192.168.4.159,23943,443,UDP,10058,74,2233,benign
F00620,10.0.1.66,203.0.113.27,30440,4444,UDP,3494078,4284,370,anomaly
F00621,10.0.3.52,192.168.7.20,17780,80,TCP,7613,33,1818,benign
F00622,10.0.1.51,192.168.1.107,13475,443,TCP,3029,46,128,benign
F00623,10.0.4.155,192.168.9.246,45658,443,TCP,3852,36,2345,benign
F00624,10.0.2.19,192.168.0.193,23756,80,TCP,5929,24,1338,benign
F00625,10.0.0.247,192.168.8.20,22724,445,UDP,3820,49,874,benign
F00626,10.0.2.222,192.168.3.105,28660,80,TCP,15426,62,205,benign
F00627,10.0.2.94,203.0.113.1,10991,31337,TCP,908937,5798,204,anomaly
F00628,10.0.4.197,203.0.113.46,37965,4444,UDP,617804,6829,126,anomaly
F00629,10.0.4.202,192.168.1.73,1785,443,TCP,2696,85,2108,benign
F00630,10.0.1.12,203.0.113.28,50733,31337,UDP,693406,1011,126,anomaly
F00631,10.0.0.110,192.168.4.107,11069,80,TCP,3504,73,2998,benign
F00632,10.0.1.45,192.168.4.46,28957,80,TCP,8206,7,978,benign
F00633,10.0.1.252,192.168.9.139,33559,443,TCP,6126,40,4061,benign
F00634,10.0.2.114,192.168.7.207,51143,443,TCP,2567,56,1667,benign
F00635,10.0.2.140,192.168.3.100,45762,443,UDP,5236,35,15,benign
F00636,10.0.2.41,192.168.4.131,54392,22,TCP,3692,55,378,benign
F00637,10.0.3.63,203.0.113.25,18005,23,UDP,605459,765,676,anomaly
F00638,10.0.4.151,192.168.8.82,3247,443,TCP,2348,116,1145,benign
F00639,10.0.3.222,203.0.113.28,55798,445,TCP,1441309,6864,757,anomaly
F00640,10.0.0.146,192.168.0.223,21321,445,TCP,2771,10,1477,benign
F00641,10.0.0.251,192.168.2.151,2849,3389,TCP,6683,91,2752,benign
F00642,10.0.2.31,192.168.6.110,1807,22,TCP,2829,27,1359,benign
F00643,10.0.3.38,203.0.113.43,58232,23,UDP,1973922,5688,701,anomaly
F00644,10.0.2.33,192.168.7.90,32800,443,TCP,21365,73,2193,benign
F00645,10.0.2.88,192.168.8.220,44042,3389,TCP,8795,30,86,benign
F00646,10.0.4.10,203.0.113.38,41995,4444,UDP,1981240,4293,319,anomaly
F00647,10.0.0.163,192.168.0.252,45113,53,TCP,23898,75,509,benign
F00648,10.0.2.60,192.168.7.71,54243,443,TCP,1341,18,4358,benign
F00649,10.0.3.59,192.168.8.193,11486,443,UDP,9671,39,1105,benign
F00650,10.0.2.149,192.168.4.121,55875,443,TCP,3580,72,271,benign
F00651,10.0.0.89,192.168.0.115,17348,443,TCP,5186,15,2137,benign
F00652,10.0.0.31,192.168.1.125,35846,443,TCP,3371,60,4680,benign
F00653,10.0.1.79,192.168.2.123,51128,80,TCP,5823,23,3774,benign
F00654,10.0.0.15,203.0.113.35,27031,31337,UDP,1022439,4486,374,anomaly
F00655,10.0.2.240,192.168.9.21,31684,80,TCP,1710,99,3066,benign
F00656,10.0.2.121,192.168.4.176,40401,53,TCP,6588,40,4132,benign
F00657,10.0.2.67,203.0.113.48,57771,6667,TCP,1176385,994,518,anomaly
F00658,10.0.3.65,192.168.6.145,51809,443,TCP,2793,117,4358,benign
F00659,10.0.1.11,203.0.113.7,4150,4444,TCP,1756285,6352,248,anomaly
F00660,10.0.4.70,192.168.8.194,43345,80,TCP,15914,92,2338,benign
F00661,10.0.0.249,192.168.8.169,62516,3389,TCP,9735,86,1248,benign
F00662,10.0.1.98,203.0.113.44,12828,31337,TCP,1042198,3522,268,anomaly
F00663,10.0.2.102,192.168.5.176,40437,443,TCP,3137,108,2548,benign
F00664,10.0.3.152,192.168.5.46,52472,443,TCP,4629,6,1758,benign
F00665,10.0.1.127,192.168.7.206,28021,80,TCP,1581,98,470,benign
F00666,10.0.3.75,192.168.5.29,26121,53,UDP,4751,95,796,benign
F00667,10.0.2.39,192.168.1.40,47730,443,ICMP,4542,71,2869,benign
F00668,10.0.1.118,192.168.6.115,46465,80,TCP,4421,64,3559,benign
F00669,10.0.0.216,192.168.3.80,37654,80,UDP,843,3,1320,benign
F00670,10.0.3.68,192.168.5.138,1760,80,TCP,6889,64,3427,benign
F00671,10.0.2.249,192.168.1.250,59975,80,TCP,1116,57,3678,benign
F00672,10.0.4.189,192.168.3.7,26223,443,TCP,2630,47,2100,benign
F00673,10.0.3.140,192.168.0.184,47315,443,ICMP,2811,34,1723,benign
F00674,10.0.4.114,192.168.9.242,34898,80,TCP,2540,107,4403,benign
F00675,10.0.1.41,192.168.1.192,51646,443,TCP,12494,20,881,benign
F00676,10.0.0.33,192.168.5.4,23907,80,UDP,13645,67,572,benign
F00677,10.0.2.66,192.168.2.48,61099,443,TCP,23476,61,304,benign
F00678,10.0.0.189,203.0.113.41,33417,4444,UDP,3360964,5918,255,anomaly
F00679,10.0.0.99,192.168.2.36,39463,443,TCP,1675,21,1722,benign
F00680,10.0.3.163,192.168.1.70,42346,445,TCP,3163,5,1132,benign
F00681,10.0.1.243,192.168.2.219,22465,80,TCP,3495,82,509,benign
F00682,10.0.2.199,192.168.1.189,15528,22,TCP,6185,78,1843,benign
F00683,10.0.1.64,192.168.0.104,37122,445,TCP,4057,92,66,benign
F00684,10.0.2.105,192.168.8.59,50106,445,TCP,17766,27,3357,benign
F00685,10.0.3.239,192.168.5.1,27096,53,TCP,3850,38,2384,benign
F00686,10.0.0.72,192.168.0.96,17496,443,UDP,4701,36,953,benign
F00687,10.0.0.112,192.168.6.183,10138,80,UDP,13872,87,3800,benign
F00688,10.0.1.39,192.168.1.214,31035,445,TCP,3733,74,888,benign
F00689,10.0.1.180,192.168.9.238,28848,80,TCP,3657,110,4254,benign
F00690,10.0.1.74,192.168.0.246,35806,80,TCP,1152,57,4455,benign
F00691,10.0.3.48,192.168.4.83,16590,443,UDP,5715,19,4915,benign
